date,driver,customer,hours,km
2020-11-23,DRIVER_13,CUSTOMER_7,6.1,384
2020-09-17,DRIVER_11,CUSTOMER_2,12.9,880
2022-06-28,DRIVER_8,CUSTOMER_1,7.9,338
2022-11-05,DRIVER_19,CUSTOMER_10,0.9,61
2021-12-08,DRIVER_14,CUSTOMER_2,13.6,794
2022-06-17,DRIVER_11,CUSTOMER_2,17.8,457
2020-02-22,DRIVER_7,CUSTOMER_8,1.9,62
2024-01-13,DRIVER_1,CUSTOMER_6,11.8,340
2023-02-23,DRIVER_30,CUSTOMER_3,16.5,649
2023-05-28,DRIVER_25,CUSTOMER_4,3.3,173
2020-08-02,DRIVER_5,CUSTOMER_8,16.8,1034
2024-02-20,DRIVER_4,CUSTOMER_2,14.5,633
2020-06-02,DRIVER_3,CUSTOMER_5,14.0,590
2021-03-09,DRIVER_12,CUSTOMER_4,14.1,986
2020-01-12,DRIVER_16,CUSTOMER_8,15.9,677
2022-07-26,DRIVER_4,CUSTOMER_5,15.7,792
2022-05-27,DRIVER_7,CUSTOMER_9,12.6,615
2022-06-05,DRIVER_14,CUSTOMER_8,17.8,966
2020-12-03,DRIVER_23,CUSTOMER_8,9.6,644
2021-02-12,DRIVER_7,CUSTOMER_2,16.1,534
2024-01-05,DRIVER_14,CUSTOMER_10,13.7,538
2023-12-04,DRIVER_5,CUSTOMER_4,16.1,508
2020-05-11,DRIVER_26,CUSTOMER_5,15.9,740
2020-07-15,DRIVER_11,CUSTOMER_2,3.5,210
2020-09-01,DRIVER_25,CUSTOMER_8,15.5,774
2020-07-18,DRIVER_9,CUSTOMER_1,14.3,851
2020-03-02,DRIVER_12,CUSTOMER_5,4.3,181
2024-01-23,DRIVER_11,CUSTOMER_7,7.5,303
2020-10-12,DRIVER_2,CUSTOMER_7,11.1,325
2021-01-30,DRIVER_10,CUSTOMER_7,6.6,312
2021-06-07,DRIVER_26,CUSTOMER_8,4.7,204
2020-12-24,DRIVER_6,CUSTOMER_3,12.8,547
2020-10-31,DRIVER_18,CUSTOMER_9,10.3,452
2021-06-28,DRIVER_5,CUSTOMER_6,9.3,239
2020-07-27,DRIVER_7,CUSTOMER_2,18.0,579
2020-11-05,DRIVER_18,CUSTOMER_9,17.4,497
2021-07-30,DRIVER_15,CUSTOMER_2,17.1,742
2023-07-22,DRIVER_10,CUSTOMER_9,17.5,1104
2024-03-11,DRIVER_25,CUSTOMER_4,12.8,575
2022-06-17,DRIVER_3,CUSTOMER_4,8.8,485
2020-03-05,DRIVER_22,CUSTOMER_2,11.6,746
2020-05-15,DRIVER_1,CUSTOMER_2,14.9,484
2020-05-12,DRIVER_10,CUSTOMER_2,13.7,849
2022-01-23,DRIVER_24,CUSTOMER_2,15.1,732
2020-05-08,DRIVER_3,CUSTOMER_3,6.7,317
2022-10-03,DRIVER_2,CUSTOMER_4,16.4,1006
2020-07-06,DRIVER_12,CUSTOMER_4,16.1,587
2021-08-10,DRIVER_28,CUSTOMER_7,3.6,184
2021-03-11,DRIVER_5,CUSTOMER_8,5.8,278
2021-05-05,DRIVER_10,CUSTOMER_6,10.5,711
2022-06-08,DRIVER_28,CUSTOMER_1,9.3,475
2021-06-15,DRIVER_1,CUSTOMER_2,8.2,365
2022-02-27,DRIVER_28,CUSTOMER_8,10.8,613
2020-08-17,DRIVER_27,CUSTOMER_4,16.3,816
2022-02-24,DRIVER_22,CUSTOMER_4,14.0,718
2020-12-30,DRIVER_27,CUSTOMER_5,6.6,286
2020-12-31,DRIVER_25,CUSTOMER_10,15.6,835
2023-07-20,DRIVER_5,CUSTOMER_7,1.9,49
2024-01-27,DRIVER_6,CUSTOMER_2,1.3,37
2020-09-30,DRIVER_7,CUSTOMER_10,17.8,785
2022-11-29,DRIVER_29,CUSTOMER_1,16.7,600
2024-03-22,DRIVER_13,CUSTOMER_9,9.4,308
2020-08-06,DRIVER_17,CUSTOMER_3,13.2,476
2022-06-15,DRIVER_28,CUSTOMER_2,3.1,181
2021-07-23,DRIVER_11,CUSTOMER_2,10.5,594
2021-04-03,DRIVER_26,CUSTOMER_10,4.2,226
2022-01-24,DRIVER_13,CUSTOMER_6,5.5,273
2022-05-28,DRIVER_27,CUSTOMER_5,17.7,558
2022-10-13,DRIVER_30,CUSTOMER_5,15.3,979
2022-07-16,DRIVER_17,CUSTOMER_5,12.0,682
2022-03-12,DRIVER_5,CUSTOMER_10,11.9,427
2023-03-29,DRIVER_28,CUSTOMER_2,17.8,716
2020-02-13,DRIVER_14,CUSTOMER_9,15.5,737
2023-08-17,DRIVER_30,CUSTOMER_8,15.9,841
2021-07-11,DRIVER_28,CUSTOMER_6,9.1,291
2020-12-22,DRIVER_15,CUSTOMER_7,11.6,302
2021-01-03,DRIVER_17,CUSTOMER_7,17.7,971
2023-09-28,DRIVER_30,CUSTOMER_10,15.4,608
2022-03-22,DRIVER_25,CUSTOMER_1,12.2,659
2023-10-11,DRIVER_10,CUSTOMER_3,13.2,433
2022-04-01,DRIVER_29,CUSTOMER_4,16.0,935
2020-08-25,DRIVER_8,CUSTOMER_8,2.7,175
2022-04-26,DRIVER_22,CUSTOMER_7,12.0,395
2021-10-01,DRIVER_28,CUSTOMER_10,12.6,636
2023-11-21,DRIVER_29,CUSTOMER_8,13.0,825
2023-06-28,DRIVER_9,CUSTOMER_7,10.6,403
2020-05-15,DRIVER_13,CUSTOMER_10,15.4,709
2021-03-04,DRIVER_3,CUSTOMER_8,14.3,721
2021-10-22,DRIVER_18,CUSTOMER_10,8.1,522
2023-10-17,DRIVER_25,CUSTOMER_4,7.8,316
2021-11-14,DRIVER_20,CUSTOMER_8,15.7,986
2020-08-29,DRIVER_10,CUSTOMER_7,16.2,867
2022-01-30,DRIVER_12,CUSTOMER_8,15.6,945
2022-10-17,DRIVER_7,CUSTOMER_2,7.7,500
2022-10-05,DRIVER_13,CUSTOMER_6,17.3,921
2022-07-18,DRIVER_8,CUSTOMER_6,18.0,1175
2024-03-24,DRIVER_13,CUSTOMER_4,4.0,137
2020-10-14,DRIVER_30,CUSTOMER_4,3.8,251
2023-07-03,DRIVER_15,CUSTOMER_4,16.9,507
2024-01-04,DRIVER_8,CUSTOMER_3,3.9,245
2022-03-16,DRIVER_29,CUSTOMER_3,12.6,733
2022-04-25,DRIVER_10,CUSTOMER_4,12.3,858
2023-08-10,DRIVER_14,CUSTOMER_6,17.2,1128
2022-07-11,DRIVER_12,CUSTOMER_1,6.0,266
2022-12-03,DRIVER_16,CUSTOMER_9,13.1,468
2022-11-05,DRIVER_17,CUSTOMER_10,16.1,1015
2023-06-08,DRIVER_1,CUSTOMER_3,7.3,447
2022-05-14,DRIVER_24,CUSTOMER_10,14.7,373
2020-01-02,DRIVER_3,CUSTOMER_6,5.4,290
2020-10-04,DRIVER_28,CUSTOMER_2,16.0,1086
2021-06-16,DRIVER_17,CUSTOMER_4,8.6,442
2022-06-22,DRIVER_27,CUSTOMER_8,13.0,712
2023-06-25,DRIVER_13,CUSTOMER_6,3.6,190
2021-08-10,DRIVER_17,CUSTOMER_2,9.9,408
2024-01-13,DRIVER_17,CUSTOMER_2,17.9,620
2021-11-18,DRIVER_9,CUSTOMER_10,17.0,808
2021-02-20,DRIVER_15,CUSTOMER_2,12.1,707
2022-03-31,DRIVER_1,CUSTOMER_3,2.6,116
2020-11-23,DRIVER_2,CUSTOMER_10,13.9,737
2022-12-23,DRIVER_1,CUSTOMER_9,14.4,577
2023-09-21,DRIVER_22,CUSTOMER_5,14.3,628
2021-05-26,DRIVER_5,CUSTOMER_8,14.0,398
2021-06-09,DRIVER_2,CUSTOMER_3,8.8,354
2021-03-21,DRIVER_4,CUSTOMER_2,5.0,247
2021-03-05,DRIVER_23,CUSTOMER_2,16.0,843
2020-09-23,DRIVER_7,CUSTOMER_1,10.1,479
2024-03-11,DRIVER_24,CUSTOMER_4,8.8,576
2021-01-09,DRIVER_13,CUSTOMER_10,12.1,684
2023-08-29,DRIVER_26,CUSTOMER_9,15.1,979
2022-01-07,DRIVER_8,CUSTOMER_4,11.1,468
2021-02-21,DRIVER_28,CUSTOMER_3,9.9,410
2021-12-22,DRIVER_12,CUSTOMER_1,14.3,788
2021-07-16,DRIVER_10,CUSTOMER_7,9.3,377
2023-10-24,DRIVER_7,CUSTOMER_10,17.5,995
2023-01-15,DRIVER_9,CUSTOMER_10,8.6,285
2021-11-27,DRIVER_15,CUSTOMER_4,17.9,577
2022-11-14,DRIVER_28,CUSTOMER_4,13.8,599
2023-07-16,DRIVER_23,CUSTOMER_8,8.1,401
2021-11-19,DRIVER_29,CUSTOMER_10,9.8,347
2024-03-20,DRIVER_30,CUSTOMER_4,17.2,1170
2022-07-05,DRIVER_3,CUSTOMER_7,12.6,466
2020-09-10,DRIVER_25,CUSTOMER_9,11.5,361
2023-02-02,DRIVER_21,CUSTOMER_3,13.1,376
2023-02-09,DRIVER_7,CUSTOMER_8,7.0,271
2020-03-21,DRIVER_10,CUSTOMER_10,12.2,534
2023-09-16,DRIVER_18,CUSTOMER_9,9.1,450
2023-11-02,DRIVER_19,CUSTOMER_9,15.9,908
2021-09-04,DRIVER_11,CUSTOMER_9,5.9,286
2020-07-26,DRIVER_3,CUSTOMER_6,11.5,484
2022-10-14,DRIVER_23,CUSTOMER_9,16.9,1117
2020-12-20,DRIVER_19,CUSTOMER_3,4.6,257
2021-06-21,DRIVER_27,CUSTOMER_2,13.8,439
2022-12-01,DRIVER_7,CUSTOMER_7,9.6,538
2022-12-13,DRIVER_22,CUSTOMER_3,14.0,548
2021-08-04,DRIVER_3,CUSTOMER_1,11.1,768
2021-05-14,DRIVER_4,CUSTOMER_2,12.6,691
2023-08-23,DRIVER_30,CUSTOMER_4,11.1,752
2021-08-01,DRIVER_21,CUSTOMER_1,17.4,813
2022-07-30,DRIVER_2,CUSTOMER_9,17.4,793
2023-02-16,DRIVER_12,CUSTOMER_3,12.8,410
2022-04-08,DRIVER_26,CUSTOMER_3,15.8,659
2022-04-14,DRIVER_10,CUSTOMER_4,18.0,485
2022-07-16,DRIVER_8,CUSTOMER_9,16.3,885
2022-09-19,DRIVER_22,CUSTOMER_1,12.4,420
2020-09-15,DRIVER_3,CUSTOMER_8,15.3,905
2022-11-05,DRIVER_13,CUSTOMER_9,16.7,802
2023-12-17,DRIVER_20,CUSTOMER_8,7.3,452
2022-08-31,DRIVER_10,CUSTOMER_6,1.8,110
2021-12-19,DRIVER_19,CUSTOMER_7,11.7,542
2021-11-15,DRIVER_23,CUSTOMER_1,14.3,742
2022-05-09,DRIVER_19,CUSTOMER_3,13.5,543
2020-09-14,DRIVER_19,CUSTOMER_3,14.9,399
2021-06-16,DRIVER_5,CUSTOMER_4,14.7,701
2021-03-12,DRIVER_4,CUSTOMER_2,18.0,610
2024-03-24,DRIVER_20,CUSTOMER_3,9.2,624
2022-12-11,DRIVER_23,CUSTOMER_10,14.1,661
2020-09-08,DRIVER_25,CUSTOMER_5,12.1,574
2022-06-14,DRIVER_1,CUSTOMER_7,15.7,1003
2023-01-23,DRIVER_3,CUSTOMER_8,15.2,653
2022-03-01,DRIVER_21,CUSTOMER_4,13.1,870
2021-05-05,DRIVER_4,CUSTOMER_3,13.1,656
2020-03-06,DRIVER_22,CUSTOMER_7,12.6,665
2020-07-13,DRIVER_26,CUSTOMER_1,15.5,528
2022-12-17,DRIVER_19,CUSTOMER_4,4.9,309
2021-01-13,DRIVER_29,CUSTOMER_9,14.2,771
2021-05-20,DRIVER_11,CUSTOMER_10,17.3,925
2022-04-15,DRIVER_27,CUSTOMER_10,8.9,341
2021-01-21,DRIVER_18,CUSTOMER_3,15.7,958
2023-10-29,DRIVER_24,CUSTOMER_5,15.7,544
2021-04-17,DRIVER_17,CUSTOMER_3,5.9,234
2022-04-24,DRIVER_22,CUSTOMER_9,13.9,471
2021-10-14,DRIVER_3,CUSTOMER_10,10.2,388
2023-06-09,DRIVER_9,CUSTOMER_3,17.9,992
2024-01-01,DRIVER_17,CUSTOMER_8,11.4,365
2021-10-07,DRIVER_2,CUSTOMER_4,9.3,639
2020-09-26,DRIVER_2,CUSTOMER_10,8.7,546
2021-10-09,DRIVER_24,CUSTOMER_9,11.9,471
2023-06-07,DRIVER_6,CUSTOMER_5,14.5,431
2022-02-18,DRIVER_8,CUSTOMER_1,18.0,967
2023-05-28,DRIVER_20,CUSTOMER_9,4.1,169
2022-10-25,DRIVER_9,CUSTOMER_3,7.5,256
2021-01-16,DRIVER_25,CUSTOMER_4,14.1,558
2020-08-12,DRIVER_19,CUSTOMER_9,9.3,566
2023-08-22,DRIVER_24,CUSTOMER_2,13.6,527
2023-05-02,DRIVER_10,CUSTOMER_4,17.5,1063
2022-06-09,DRIVER_10,CUSTOMER_9,7.7,294
2021-12-13,DRIVER_26,CUSTOMER_10,16.6,753
2020-01-30,DRIVER_28,CUSTOMER_8,6.6,374
2020-11-07,DRIVER_23,CUSTOMER_4,16.5,534
2021-09-30,DRIVER_9,CUSTOMER_2,7.7,226
2021-04-10,DRIVER_18,CUSTOMER_3,5.8,241
2023-07-11,DRIVER_10,CUSTOMER_6,16.5,839
2022-10-06,DRIVER_22,CUSTOMER_3,8.7,461
2020-05-23,DRIVER_4,CUSTOMER_6,14.6,372
2022-10-20,DRIVER_12,CUSTOMER_9,12.3,368
2021-11-30,DRIVER_7,CUSTOMER_7,17.6,1191
2020-07-03,DRIVER_21,CUSTOMER_9,14.7,732
2021-08-17,DRIVER_10,CUSTOMER_7,17.3,443
2022-02-22,DRIVER_12,CUSTOMER_4,3.8,250
2021-04-27,DRIVER_28,CUSTOMER_8,9.8,385
2023-03-17,DRIVER_9,CUSTOMER_2,3.5,119
2021-06-06,DRIVER_17,CUSTOMER_6,5.2,297
2024-02-28,DRIVER_8,CUSTOMER_8,13.6,512
2020-01-07,DRIVER_16,CUSTOMER_1,15.4,1074
2020-10-06,DRIVER_5,CUSTOMER_4,14.6,490
2021-02-15,DRIVER_26,CUSTOMER_4,13.1,914
2020-01-01,DRIVER_9,CUSTOMER_7,14.0,367
2021-12-11,DRIVER_27,CUSTOMER_10,2.3,94
2021-03-07,DRIVER_3,CUSTOMER_5,15.8,689
2022-02-24,DRIVER_14,CUSTOMER_8,17.3,997
2023-10-02,DRIVER_19,CUSTOMER_4,9.5,417
2023-08-23,DRIVER_17,CUSTOMER_6,16.2,666
2021-02-19,DRIVER_5,CUSTOMER_8,13.2,500
2023-12-17,DRIVER_4,CUSTOMER_10,16.0,998
2022-10-08,DRIVER_16,CUSTOMER_8,13.4,710
2023-12-08,DRIVER_1,CUSTOMER_6,11.7,518
2021-07-14,DRIVER_16,CUSTOMER_5,13.5,376
2022-01-26,DRIVER_28,CUSTOMER_8,4.0,102
2022-07-02,DRIVER_17,CUSTOMER_9,13.9,798
2020-05-21,DRIVER_25,CUSTOMER_6,5.6,337
2023-03-03,DRIVER_13,CUSTOMER_10,17.0,1062
2024-01-24,DRIVER_30,CUSTOMER_7,17.6,883
2021-11-02,DRIVER_4,CUSTOMER_6,17.8,858
2024-01-09,DRIVER_25,CUSTOMER_2,15.2,487
2022-10-26,DRIVER_6,CUSTOMER_1,13.8,728
2020-10-29,DRIVER_27,CUSTOMER_5,10.2,691
2020-02-12,DRIVER_27,CUSTOMER_3,13.3,772
2023-02-28,DRIVER_23,CUSTOMER_8,7.0,336
2020-10-09,DRIVER_8,CUSTOMER_4,4.7,283
2021-06-08,DRIVER_1,CUSTOMER_7,14.8,394
2023-08-10,DRIVER_21,CUSTOMER_8,15.1,704
2020-11-11,DRIVER_5,CUSTOMER_6,7.2,260
2023-10-23,DRIVER_19,CUSTOMER_7,18.0,1052
2022-02-10,DRIVER_1,CUSTOMER_8,11.3,428
2021-02-02,DRIVER_5,CUSTOMER_4,8.5,353
2023-08-30,DRIVER_12,CUSTOMER_7,15.6,621
2021-08-27,DRIVER_21,CUSTOMER_3,8.9,589
2020-06-15,DRIVER_14,CUSTOMER_8,15.4,996
2020-02-14,DRIVER_4,CUSTOMER_5,13.8,565
2022-12-05,DRIVER_18,CUSTOMER_5,13.8,625
2022-08-10,DRIVER_16,CUSTOMER_4,9.3,495
2023-11-30,DRIVER_24,CUSTOMER_1,7.3,464
2022-06-11,DRIVER_26,CUSTOMER_7,12.8,569
2020-07-30,DRIVER_10,CUSTOMER_4,15.7,831
2021-03-02,DRIVER_16,CUSTOMER_4,16.2,648
2022-09-19,DRIVER_2,CUSTOMER_6,12.3,841
2022-11-08,DRIVER_22,CUSTOMER_9,5.4,316
2021-11-24,DRIVER_26,CUSTOMER_1,17.9,1028
2022-04-06,DRIVER_28,CUSTOMER_4,9.9,651
2020-06-09,DRIVER_12,CUSTOMER_1,14.0,501
2023-03-15,DRIVER_8,CUSTOMER_5,1.7,95
2023-03-04,DRIVER_26,CUSTOMER_7,11.2,293
2023-10-10,DRIVER_22,CUSTOMER_7,6.0,261
2022-03-25,DRIVER_20,CUSTOMER_10,17.1,463
2020-04-17,DRIVER_13,CUSTOMER_5,9.7,468
2020-08-25,DRIVER_11,CUSTOMER_3,14.3,442
2022-10-02,DRIVER_3,CUSTOMER_7,5.8,358
2021-02-02,DRIVER_28,CUSTOMER_8,15.5,626
2022-12-16,DRIVER_19,CUSTOMER_1,14.9,530
2020-03-24,DRIVER_22,CUSTOMER_5,13.9,940
2023-07-12,DRIVER_14,CUSTOMER_8,17.5,738
2021-01-14,DRIVER_30,CUSTOMER_9,15.8,1067
2020-01-16,DRIVER_30,CUSTOMER_8,9.5,591
2022-02-04,DRIVER_21,CUSTOMER_1,12.4,674
2020-01-10,DRIVER_19,CUSTOMER_1,8.9,529
2024-03-06,DRIVER_14,CUSTOMER_5,17.7,541
2020-08-13,DRIVER_24,CUSTOMER_7,15.3,897
2023-03-12,DRIVER_15,CUSTOMER_1,14.7,384
2024-03-21,DRIVER_25,CUSTOMER_10,12.7,440
2021-05-16,DRIVER_14,CUSTOMER_10,10.9,277
2020-12-17,DRIVER_26,CUSTOMER_2,17.3,582
2024-03-18,DRIVER_21,CUSTOMER_8,14.7,613
2020-08-05,DRIVER_27,CUSTOMER_3,11.6,660
2022-11-14,DRIVER_12,CUSTOMER_7,18.0,817
2021-01-22,DRIVER_26,CUSTOMER_8,17.3,588
2023-10-31,DRIVER_26,CUSTOMER_4,2.3,107
2020-09-17,DRIVER_16,CUSTOMER_5,15.5,939
2020-03-05,DRIVER_20,CUSTOMER_2,14.3,727
2021-01-28,DRIVER_1,CUSTOMER_3,13.4,444
2020-11-13,DRIVER_4,CUSTOMER_4,1.3,50
2024-03-09,DRIVER_17,CUSTOMER_2,16.1,729
2020-11-08,DRIVER_18,CUSTOMER_6,13.9,618
2022-10-13,DRIVER_12,CUSTOMER_6,12.7,780
2023-12-01,DRIVER_14,CUSTOMER_1,17.3,897
2020-10-17,DRIVER_4,CUSTOMER_2,9.6,446
2022-06-30,DRIVER_12,CUSTOMER_8,13.4,539
2022-07-15,DRIVER_3,CUSTOMER_10,17.4,483
2024-03-27,DRIVER_6,CUSTOMER_10,6.9,273
2022-12-20,DRIVER_16,CUSTOMER_5,17.0,649
2022-11-18,DRIVER_3,CUSTOMER_1,8.2,260
2024-01-02,DRIVER_24,CUSTOMER_5,9.4,481
2021-10-31,DRIVER_15,CUSTOMER_5,9.2,481
2024-01-03,DRIVER_18,CUSTOMER_10,17.2,560
2020-09-11,DRIVER_29,CUSTOMER_7,12.0,746
2022-05-04,DRIVER_9,CUSTOMER_9,16.2,684
2022-08-23,DRIVER_28,CUSTOMER_8,17.1,1147
2020-05-23,DRIVER_11,CUSTOMER_3,16.9,795
2023-09-17,DRIVER_9,CUSTOMER_1,2.7,179
2021-01-19,DRIVER_15,CUSTOMER_9,12.3,789
2022-08-31,DRIVER_7,CUSTOMER_1,0.8,52
2021-10-14,DRIVER_23,CUSTOMER_2,17.5,1029
2023-08-16,DRIVER_28,CUSTOMER_2,14.5,482
2023-04-19,DRIVER_14,CUSTOMER_5,12.8,583
2022-12-25,DRIVER_29,CUSTOMER_5,17.9,840
2022-01-23,DRIVER_7,CUSTOMER_5,5.9,335
2023-06-28,DRIVER_16,CUSTOMER_7,3.1,162
2023-08-26,DRIVER_23,CUSTOMER_6,17.8,670
2023-01-19,DRIVER_5,CUSTOMER_2,17.5,714
2022-07-22,DRIVER_7,CUSTOMER_10,12.8,585
2022-03-16,DRIVER_22,CUSTOMER_2,16.1,952
2023-10-31,DRIVER_16,CUSTOMER_6,2.6,81
2022-01-09,DRIVER_5,CUSTOMER_6,15.6,617
2020-04-28,DRIVER_17,CUSTOMER_3,16.2,958
2023-01-28,DRIVER_29,CUSTOMER_5,13.6,648
2020-03-07,DRIVER_18,CUSTOMER_8,6.4,205
2020-12-10,DRIVER_26,CUSTOMER_5,15.4,624
2020-03-01,DRIVER_20,CUSTOMER_1,13.8,393
2021-04-03,DRIVER_30,CUSTOMER_4,15.4,656
2024-03-06,DRIVER_2,CUSTOMER_1,16.2,842
2020-04-09,DRIVER_30,CUSTOMER_9,6.8,358
2023-11-10,DRIVER_7,CUSTOMER_9,8.9,287
2020-10-06,DRIVER_28,CUSTOMER_4,17.3,962
2024-03-07,DRIVER_2,CUSTOMER_7,15.8,439
2021-07-29,DRIVER_21,CUSTOMER_5,16.8,434
2024-03-19,DRIVER_18,CUSTOMER_8,11.3,547
2021-12-02,DRIVER_9,CUSTOMER_3,5.8,316
2023-09-21,DRIVER_2,CUSTOMER_3,17.6,917
2021-07-15,DRIVER_16,CUSTOMER_4,15.2,723
2020-09-27,DRIVER_23,CUSTOMER_10,12.9,889
2022-07-26,DRIVER_3,CUSTOMER_1,10.5,624
2020-09-14,DRIVER_24,CUSTOMER_10,4.5,282
2022-11-11,DRIVER_12,CUSTOMER_8,11.1,680
2023-07-13,DRIVER_16,CUSTOMER_10,12.1,669
2023-05-10,DRIVER_3,CUSTOMER_8,14.0,515
2020-04-06,DRIVER_7,CUSTOMER_7,17.1,1077
2023-09-20,DRIVER_7,CUSTOMER_8,14.6,1021
2020-07-11,DRIVER_15,CUSTOMER_5,14.1,365
2020-08-19,DRIVER_20,CUSTOMER_7,10.9,378
2021-03-19,DRIVER_20,CUSTOMER_4,8.5,497
2022-08-17,DRIVER_24,CUSTOMER_10,9.6,274
2024-01-13,DRIVER_29,CUSTOMER_7,13.3,451
2021-11-06,DRIVER_17,CUSTOMER_6,5.1,227
2021-08-11,DRIVER_4,CUSTOMER_7,13.2,890
2022-04-21,DRIVER_29,CUSTOMER_10,12.0,624
2021-02-02,DRIVER_17,CUSTOMER_9,6.1,305
2024-03-30,DRIVER_12,CUSTOMER_10,16.0,844
2023-09-29,DRIVER_27,CUSTOMER_3,13.9,639
2021-12-03,DRIVER_4,CUSTOMER_7,8.6,306
2022-12-12,DRIVER_20,CUSTOMER_9,8.8,260
2020-02-12,DRIVER_14,CUSTOMER_1,14.7,842
2021-04-08,DRIVER_28,CUSTOMER_7,3.2,189
2022-02-19,DRIVER_11,CUSTOMER_5,16.3,1012
2022-04-10,DRIVER_2,CUSTOMER_2,13.5,653
2023-05-06,DRIVER_18,CUSTOMER_9,8.1,409
2023-03-03,DRIVER_19,CUSTOMER_7,7.1,431
2021-07-16,DRIVER_18,CUSTOMER_5,14.4,1000
2020-06-24,DRIVER_27,CUSTOMER_1,15.3,643
2022-09-29,DRIVER_19,CUSTOMER_6,16.0,1042
2023-07-09,DRIVER_25,CUSTOMER_4,9.2,392
2022-11-09,DRIVER_5,CUSTOMER_8,12.5,586
2024-03-05,DRIVER_11,CUSTOMER_6,10.9,686
2021-11-11,DRIVER_17,CUSTOMER_5,16.9,1159
2023-07-01,DRIVER_3,CUSTOMER_1,12.0,455
2024-01-21,DRIVER_29,CUSTOMER_10,3.1,121
2022-04-03,DRIVER_26,CUSTOMER_8,5.3,213
2023-03-27,DRIVER_11,CUSTOMER_8,14.9,674
2020-05-14,DRIVER_10,CUSTOMER_1,7.7,465
2023-12-12,DRIVER_18,CUSTOMER_10,8.1,514
2021-06-20,DRIVER_7,CUSTOMER_4,16.6,843
2023-11-21,DRIVER_22,CUSTOMER_2,4.3,114
2022-10-16,DRIVER_11,CUSTOMER_9,10.5,411
2023-02-23,DRIVER_19,CUSTOMER_5,15.1,711
2023-07-28,DRIVER_2,CUSTOMER_7,12.8,581
2020-03-07,DRIVER_18,CUSTOMER_4,7.0,356
2021-02-21,DRIVER_6,CUSTOMER_6,8.8,564
2021-09-05,DRIVER_28,CUSTOMER_2,15.2,673
2023-04-13,DRIVER_22,CUSTOMER_9,13.2,665
2020-04-04,DRIVER_6,CUSTOMER_5,7.0,177
2020-04-05,DRIVER_19,CUSTOMER_6,13.0,439
2020-07-05,DRIVER_21,CUSTOMER_7,17.3,1060
2024-03-18,DRIVER_3,CUSTOMER_4,11.0,737
2022-10-27,DRIVER_10,CUSTOMER_9,17.1,708
2021-09-22,DRIVER_19,CUSTOMER_5,17.8,816
2022-08-30,DRIVER_27,CUSTOMER_8,10.1,541
2023-09-16,DRIVER_16,CUSTOMER_6,14.8,919
2021-10-05,DRIVER_24,CUSTOMER_3,9.7,580
2020-01-15,DRIVER_14,CUSTOMER_8,3.8,114
2021-04-18,DRIVER_4,CUSTOMER_3,3.5,180
2023-06-04,DRIVER_6,CUSTOMER_3,8.2,247
2024-01-30,DRIVER_12,CUSTOMER_9,11.8,650
2023-03-31,DRIVER_22,CUSTOMER_4,17.5,1069
2022-04-01,DRIVER_15,CUSTOMER_2,9.5,309
2020-03-04,DRIVER_6,CUSTOMER_2,3.6,111
2023-09-21,DRIVER_21,CUSTOMER_5,13.5,451
2023-07-25,DRIVER_19,CUSTOMER_9,8.5,466
2020-07-22,DRIVER_27,CUSTOMER_7,3.5,134
2023-05-25,DRIVER_16,CUSTOMER_10,16.0,706
2023-11-13,DRIVER_13,CUSTOMER_3,7.1,398
2020-07-14,DRIVER_8,CUSTOMER_2,13.2,506
2021-06-05,DRIVER_12,CUSTOMER_10,17.5,1196
2021-06-02,DRIVER_7,CUSTOMER_3,18.0,724
2022-09-29,DRIVER_21,CUSTOMER_8,8.6,336
2022-07-12,DRIVER_10,CUSTOMER_9,0.6,36
2021-10-18,DRIVER_20,CUSTOMER_5,9.1,555
2021-07-02,DRIVER_15,CUSTOMER_10,16.7,774
2022-07-05,DRIVER_6,CUSTOMER_10,12.7,520
2020-07-27,DRIVER_27,CUSTOMER_4,4.7,129
2020-08-18,DRIVER_3,CUSTOMER_7,16.9,1085
2022-05-10,DRIVER_5,CUSTOMER_3,15.7,532
2020-10-19,DRIVER_16,CUSTOMER_4,13.2,552
2024-02-01,DRIVER_5,CUSTOMER_9,16.6,1142
2021-06-23,DRIVER_7,CUSTOMER_5,17.8,1022
2023-08-18,DRIVER_16,CUSTOMER_2,13.9,547
2021-03-30,DRIVER_15,CUSTOMER_10,16.1,545
2020-06-01,DRIVER_22,CUSTOMER_9,7.7,342
2021-03-04,DRIVER_21,CUSTOMER_8,14.8,702
2020-05-08,DRIVER_11,CUSTOMER_9,15.8,894
2020-08-29,DRIVER_27,CUSTOMER_8,17.7,475
2022-11-04,DRIVER_3,CUSTOMER_4,10.2,296
2021-03-22,DRIVER_6,CUSTOMER_1,10.5,608
2022-04-10,DRIVER_13,CUSTOMER_6,17.4,584
2022-10-09,DRIVER_15,CUSTOMER_10,11.6,622
2023-04-26,DRIVER_14,CUSTOMER_4,13.2,526
2022-07-05,DRIVER_30,CUSTOMER_5,15.0,933
2020-10-02,DRIVER_23,CUSTOMER_5,16.0,906
2020-01-24,DRIVER_24,CUSTOMER_7,5.7,209
2022-10-03,DRIVER_23,CUSTOMER_1,2.0,55
2020-03-10,DRIVER_13,CUSTOMER_5,5.4,136
2022-08-01,DRIVER_11,CUSTOMER_9,9.2,536
2020-08-30,DRIVER_18,CUSTOMER_9,16.0,659
